Store,Week,Quant,Price,Deal
32,62,20608,3.14,1
32,63,69056,3.14,1
32,64,28736,3.43,1
32,65,241920,3.59,1
32,66,49600,3.25,1
32,67,33600,3.78,1
32,68,12288,4.13,0
32,69,15552,4.13,0
32,70,63744,3.34,1
32,71,21056,4.13,1
32,72,15296,4.13,0
32,73,12864,4.13,1
32,74,32320,3.99,0
32,75,123200,3.64,1
32,76,63104,3.78,1
32,77,35584,3.53,1
32,78,69760,3.59,1
32,79,33472,3.34,1
32,80,58048,3.54,1
32,81,18112,4.13,1
32,82,11328,4.13,1
32,83,12544,4.13,0
32,84,131328,3.84,1
32,85,12608,4.13,1
32,86,41536,3.39,1
32,87,64768,3.59,1
32,88,57024,3.24,1
32,89,18432,3.78,1
32,90,23488,3.88,0
32,91,25408,3.68,0
32,92,15168,3.77,1
32,93,30336,3.68,1
32,94,56768,3.39,1
32,95,17152,3.77,0
32,96,18560,3.77,0
32,97,32512,3.48,1
32,98,16896,3.77,0
32,99,104448,3.28,0
32,100,54720,3.48,0
32,101,18944,3.67,0
32,102,40896,3.42,1
32,103,34496,3.42,1
32,104,65984,3.56,0
52,1,22400,4.09,1
52,2,39168,3.59,1
52,3,52544,3.14,1
52,4,15552,3.64,1
52,5,12352,4.09,0
52,6,35776,3.54,1
52,7,52992,3.54,1
52,8,14080,3.54,1
52,9,12288,4.09,0
52,10,12288,4.09,1
52,11,44096,3.69,0
52,12,11904,4.09,1
52,13,88448,3.14,1
52,14,25088,3.99,0
52,15,62400,3.19,1
52,16,22144,3.99,1
52,17,78144,3.19,1
52,18,33664,3.19,1
52,19,14464,4.09,0
52,20,40704,3.44,1
52,21,10816,4.04,0
52,22,11968,4.04,1
52,23,80640,3.24,1
52,24,30592,2.93,1
52,25,13056,4.04,1
52,26,25472,4.04,1
52,27,68352,3.24,1
52,28,23232,3.24,1
52,29,42624,3.24,1
52,30,50304,3.79,1
52,31,56384,3.34,1
52,32,20480,3.34,1
52,33,12800,4.04,0
52,34,15936,4.04,1
52,35,38464,3.79,1
52,36,68800,3.24,0
52,37,28096,3.79,1
52,38,69888,3.09,1
52,39,35776,3.64,1
52,40,22336,3.84,0
52,41,40832,3.68,1
52,42,16320,3.68,1
52,43,12544,3.68,1
52,44,14720,3.68,1
52,45,38217,3.68,0
52,46,106304,3.58,1
52,47,99392,3.24,0
52,48,22656,3.59,0
52,49,15296,3.59,0
52,50,19520,3.59,1
52,51,55680,3.44,1
52,52,37568,3.04,1
52,53,40704,3.44,1
52,54,71616,2.89,1
52,55,37760,2.89,1
52,56,12032,3.84,0
52,57,21504,3.84,0
52,58,86144,3.34,0
52,59,50688,2.74,1
52,60,8704,3.84,1
52,61,69440,3.24,1
52,62,38720,3.14,1
52,63,45632,3.14,1
52,64,30720,3.43,1
52,65,153472,3.59,1
52,66,40000,3.25,1
52,67,24576,3.78,1
52,68,12864,4.13,0
52,69,20800,4.13,0
52,70,64384,3.34,1
52,71,13824,4.13,1
52,72,13120,4.13,0
52,73,11776,4.13,1
52,74,29056,3.99,0
52,75,116608,3.64,1
52,76,48512,3.78,1
52,77,105920,3.53,1
52,78,51776,3.59,1
52,79,14080,3.34,1
52,80,55040,3.54,1
52,81,12800,4.13,1
52,82,9472,4.13,1
52,83,12928,4.13,0
52,84,89024,3.84,1
52,85,12608,4.13,1
52,86,40640,3.39,1
52,87,47872,3.59,1
52,88,64128,3.24,1
52,89,22528,3.78,1
52,90,15424,3.98,0
52,91,36544,3.78,0
52,92,13504,3.98,1
52,93,32000,3.78,1
52,94,40960,3.39,1
52,95,14848,3.98,0
52,96,21120,3.98,0
52,97,41856,3.58,1
52,98,12480,3.98,0
52,99,104064,3.38,0
52,100,31232,3.59,0
52,101,19456,3.87,0
52,102,51328,3.52,1
52,103,30400,3.52,1
52,104,50496,3.76,0
62,1,17216,4.09,1
62,2,31296,3.59,1
62,3,38400,3.14,1
62,4,21824,3.64,1
62,5,15744,4.09,0
62,6,31808,3.54,1
62,7,59008,3.54,1
62,8,24448,3.54,1
62,9,11584,4.09,0
62,10,12480,4.09,1
62,11,35328,3.69,0
62,12,11584,4.09,1
62,13,55296,3.14,1
62,14,16768,3.99,0
62,15,48960,3.19,1
62,16,18496,3.99,1
62,17,54976,3.19,1
62,18,28800,3.19,1
62,19,13312,4.09,0
62,20,36608,3.44,1
62,21,12288,4.04,0
62,22,12160,4.04,1
62,23,64704,3.24,1
62,24,33408,2.93,1
62,25,13120,4.04,1
62,26,25344,4.04,1
62,27,56832,3.24,1
62,28,32256,3.24,1
62,29,33408,3.24,1
62,30,51648,3.79,1
62,31,39872,3.34,1
62,32,22976,3.34,1
62,33,14016,4.04,0
62,34,16768,4.04,1
62,35,36160,3.79,1
62,36,62144,3.24,0
62,37,23680,3.79,1
62,38,47680,3.09,1
62,39,20928,3.64,1
62,40,15744,3.84,0
62,41,17920,3.68,1
62,42,16384,3.68,1
62,43,19328,3.68,1
62,44,16384,3.68,1
62,45,52928,3.53,1
62,46,40640,3.58,1
62,47,78016,3.24,0
62,48,22080,3.59,0
62,49,17664,3.59,0
62,50,24064,3.59,1
62,51,50368,3.44,1
62,52,35456,3.04,1
62,53,35520,3.44,1
62,54,52288,2.89,1
62,55,30848,2.89,1
62,56,15808,3.84,0
62,57,22464,3.84,0
62,58,54976,3.34,0
62,59,71296,2.74,1
62,60,10304,3.84,1
62,61,69760,3.24,1
62,62,14592,3.14,1
62,63,36288,3.14,1
62,64,31168,3.43,1
62,65,96192,3.59,1
62,66,40000,3.25,1
62,67,23552,3.78,1
62,68,15808,4.13,0
62,69,19520,4.13,0
62,70,50240,3.34,1
62,71,14592,4.13,1
62,72,15488,4.13,0
62,73,13888,4.13,1
62,74,33664,3.99,0
62,75,85888,3.64,1
62,76,32837,3.64,0
62,77,93632,3.53,1
62,78,31168,3.59,1
62,79,42368,3.34,1
62,80,49280,3.54,1
62,81,15744,4.13,1
62,82,10368,4.13,1
62,83,13184,4.13,0
62,84,62080,3.84,1
62,85,11392,4.13,1
62,86,39296,3.39,1
62,87,43392,3.59,1
62,88,42048,3.24,1
62,89,19264,3.78,1
62,90,18496,3.88,0
62,91,30528,3.68,0
62,92,16512,3.77,1
62,93,36288,3.68,1
62,94,33600,3.39,1
62,95,16384,3.77,0
62,96,25088,3.77,0
62,97,35328,3.48,1
62,98,16320,3.77,0
62,99,88000,3.28,0
62,100,36864,3.48,0
62,101,20032,3.67,0
62,102,44032,3.42,1
62,103,33152,3.42,1
62,104,26752,3.56,0
68,1,17600,4.09,1
68,2,22720,3.59,1
68,3,57664,3.14,1
68,4,23552,3.64,1
68,5,12800,4.09,0
68,6,30016,3.54,1
68,7,73216,3.54,1
68,8,17280,3.54,1
68,9,11328,4.09,0
68,10,12480,4.09,1
68,11,64768,3.69,0
68,12,8064,4.09,1
68,13,87488,3.14,1
68,14,18624,3.99,0
68,15,50816,3.19,1
68,16,18240,3.99,1
68,17,54592,3.19,1
68,18,33600,3.19,1
68,19,11392,4.09,0
68,20,28032,3.44,1
68,21,7424,4.04,0
68,22,6464,4.04,1
68,23,68864,3.24,1
68,24,28992,2.93,1
68,25,9728,4.04,1
68,26,26112,4.04,1
68,27,44736,3.24,1
68,28,40704,3.24,1
68,29,36352,3.24,1
68,30,55936,3.79,1
68,31,40768,3.34,1
68,32,19520,3.34,1
68,33,9344,4.04,0
68,34,11328,4.04,1
68,35,27136,3.79,1
68,36,52224,3.24,0
68,37,29248,3.79,1
68,38,33931,3.79,0
68,39,16768,3.64,1
68,40,12800,3.84,0
68,41,14656,3.68,1
68,42,13760,3.68,1
68,43,12800,3.68,1
68,44,11712,3.68,1
68,45,74240,3.53,1
68,46,33600,3.58,1
68,47,80896,3.24,0
68,48,21440,3.59,0
68,49,24704,3.59,0
68,50,28288,3.59,1
68,51,63808,3.44,1
68,52,37696,3.04,1
68,53,33931,3.04,0
68,54,131008,2.89,1
68,55,48320,2.89,1
68,56,13632,3.84,0
68,57,16384,3.84,0
68,58,97792,3.34,0
68,59,71040,2.74,1
68,60,11392,3.84,1
68,61,71552,3.24,1
68,62,62080,3.14,1
68,63,61504,3.14,1
68,64,16064,3.43,1
68,65,186368,3.59,1
68,66,33152,3.25,1
68,67,15616,3.78,1
68,68,9664,4.13,0
68,69,12480,4.13,0
68,70,42688,3.34,1
68,71,8512,4.13,1
68,72,9344,4.13,0
68,73,7616,4.13,1
68,74,18944,3.99,0
68,75,82048,3.64,1
68,76,37824,3.78,1
68,77,86464,3.53,1
68,78,20288,3.59,1
68,79,30272,3.34,1
68,80,59008,3.54,1
68,81,9536,4.13,1
68,82,6080,4.13,1
68,83,7232,4.13,0
68,84,95232,3.84,1
68,85,16512,4.13,1
68,86,36480,3.39,1
68,87,45376,3.59,1
68,88,43904,3.24,1
68,89,13440,3.78,1
68,90,12288,3.88,0
68,91,19136,3.68,0
68,92,11776,3.77,1
68,93,17024,3.68,1
68,94,37184,3.39,1
68,95,9408,3.77,0
68,96,13824,3.77,0
68,97,22016,3.48,1
68,98,11328,3.77,0
68,99,84032,3.28,0
68,100,36288,3.48,0
68,101,13760,3.67,0
68,102,26240,3.42,1
68,103,18048,3.42,1
68,104,45312,3.56,0
71,1,12096,4.09,1
71,2,20288,3.59,1
71,3,69952,3.14,1
71,4,14720,3.64,1
71,5,11840,4.09,0
71,6,28160,3.54,1
71,7,96512,3.54,1
71,8,33408,3.54,1
71,9,6464,4.09,0
71,10,8000,4.09,1
71,11,60032,3.69,0
71,12,54081,3.69,0
71,13,88576,3.14,1
71,14,7360,3.99,0
71,15,44800,3.19,1
71,16,10688,3.99,1
71,17,60672,3.19,1
71,18,27392,3.19,1
71,19,6400,4.09,0
71,20,16448,3.44,1
71,21,7936,4.04,0
71,22,11520,4.04,1
71,23,61376,3.24,1
71,24,24320,2.93,1
71,25,6720,4.04,1
71,26,12416,4.04,1
71,27,44224,3.24,1
71,28,26816,3.24,1
71,29,19008,3.24,1
71,30,83968,3.79,1
71,31,36096,3.34,1
71,32,10624,3.34,1
71,33,2112,4.04,0
71,34,5632,4.04,1
71,35,24256,3.79,1
71,36,70016,3.24,0
71,37,37760,3.79,1
71,38,64640,3.09,1
71,39,22016,3.64,1
71,40,6336,3.84,0
71,41,7040,3.68,1
71,42,19008,3.68,1
71,43,4736,3.68,1
71,44,6400,3.68,1
71,45,131136,3.54,1
71,46,84864,3.58,1
71,47,70016,2.99,0
71,48,26368,3.36,1
71,49,12992,3.59,1
71,50,16128,3.51,1
71,51,54784,3.24,1
71,52,30016,3.11,1
71,53,40704,2.95,1
71,54,96576,2.89,1
71,55,39488,2.97,1
71,56,7424,3.84,0
71,57,15232,3.44,0
71,58,1186496,3.09,0
71,59,42688,2.82,0
71,60,6080,3.84,0
71,61,292224,2.94,0
71,62,178368,2.96,1
71,63,18432,3.2,1
71,64,27456,3.09,1
71,65,423040,3.4,1
71,66,47168,3.28,1
71,67,14080,3.85,1
71,68,8320,4.13,0
71,69,13376,3.65,0
71,70,54272,3.34,1
71,71,11520,3.83,0
71,72,8896,4.13,0
71,73,6976,4.13,0
71,74,26816,3.99,1
71,75,125888,3.65,1
71,76,54848,3.13,1
71,77,113088,3.12,1
71,78,67840,3.59,1
71,79,38848,3.34,1
71,80,64384,3.54,0
71,81,9600,4.13,0
71,82,5312,4.13,0
71,83,6848,4.12,0
71,84,134784,3.84,1
71,85,8064,3.89,0
71,86,33024,3.39,1
71,87,49280,3.53,1
71,88,45696,3.25,1
71,89,11776,3.73,1
71,90,22912,3.73,0
71,91,99200,3.09,0
71,92,8000,3.85,1
71,93,23040,3.43,1
71,94,53824,3.44,1
71,95,9408,3.98,0
71,96,19712,3.75,0
71,97,35392,3.58,1
71,98,11136,3.98,0
71,99,135296,3.38,0
71,100,51712,3.28,0
71,101,12928,3.82,0
71,102,48832,3.52,1
71,103,20416,3.57,1
71,104,72640,3.25,0
72,1,13952,4.09,1
72,2,28224,3.59,1
72,3,65344,3.14,1
72,4,26752,3.64,1
72,5,11648,4.09,0
72,6,33664,3.54,1
72,7,107456,3.54,1
72,8,34560,3.54,1
72,9,9344,4.09,0
72,10,11840,4.09,1
72,11,60544,3.69,0
72,12,8384,4.09,1
72,13,125184,3.14,1
72,14,22656,3.99,0
72,15,65984,3.19,1
72,16,21696,3.99,1
72,17,82496,3.19,1
72,18,32960,3.19,1
72,19,11072,4.09,0
72,20,34688,3.44,1
72,21,10304,4.04,0
72,22,10112,4.04,1
72,23,79104,3.24,1
72,24,39936,2.93,1
72,25,11392,4.04,1
72,26,17792,4.04,1
72,27,73216,3.24,1
72,28,27328,3.24,1
72,29,21376,3.24,1
72,30,65088,3.79,1
72,31,45568,3.34,1
72,32,18048,3.34,1
72,33,11072,4.04,0
72,34,16576,4.04,1
72,35,48832,3.79,1
72,36,82496,3.24,0
72,37,27008,3.79,1
72,38,60992,3.09,1
72,39,24384,3.64,1
72,40,14144,3.84,0
72,41,13632,3.68,1
72,42,13440,3.68,1
72,43,13312,3.68,1
72,44,12224,3.68,1
72,45,83264,3.53,1
72,46,54784,3.58,1
72,47,89728,3.24,0
72,48,27648,3.59,0
72,49,13952,3.59,0
72,50,20416,3.59,1
72,51,58048,3.44,1
72,52,36352,3.04,1
72,53,33152,3.44,1
72,54,78592,2.89,1
72,55,37248,2.89,1
72,56,10176,3.84,0
72,57,14336,3.84,0
72,58,95168,3.34,0
72,59,60096,2.74,1
72,60,9856,3.84,1
72,61,64064,3.24,1
72,62,30208,3.14,1
72,63,46080,3.14,1
72,64,15744,3.43,1
72,65,199744,3.59,1
72,66,42176,3.25,1
72,67,18624,3.78,1
72,68,11776,4.13,0
72,69,13376,4.13,0
72,70,44992,3.34,1
72,71,12032,4.13,1
72,72,12480,4.13,0
72,73,11136,4.13,1
72,74,29120,3.99,0
72,75,97984,3.64,1
72,76,27264,3.78,1
72,77,9472,3.53,1
72,78,53696,3.59,1
72,79,22144,3.34,1
72,80,50240,3.54,1
72,81,11840,4.13,1
72,82,8320,4.13,1
72,83,8832,4.13,0
72,84,100224,3.84,1
72,85,13632,4.13,1
72,86,33920,3.39,1
72,87,48576,3.59,1
72,88,57216,3.24,1
72,89,15808,3.78,1
72,90,15424,3.88,0
72,91,24768,3.68,0
72,92,11968,3.77,1
72,93,24192,3.68,1
72,94,42624,3.39,1
72,95,13760,3.77,0
72,96,22272,3.77,0
72,97,38464,3.48,1
72,98,16640,3.77,0
72,99,126592,3.28,0
72,100,39360,3.48,0
72,101,17216,3.67,0
72,102,45120,3.42,1
72,103,29632,3.42,1
72,104,39232,3.56,0
93,1,16256,4.09,1
93,2,27136,3.59,1
93,3,50432,3.14,1
93,4,23360,3.64,1
93,5,11648,4.09,0
93,6,26176,3.54,1
93,7,74752,3.54,1
93,8,22592,3.54,1
93,9,9536,4.09,0
93,10,8512,4.09,1
93,11,43520,3.69,0
93,12,10880,4.09,1
93,13,58432,3.14,1
93,14,12672,3.99,0
93,15,51456,3.19,1
93,16,16960,3.99,1
93,17,53312,3.19,1
93,18,28416,3.19,1
93,19,8768,4.09,0
93,20,25088,3.44,1
93,21,8960,4.04,0
93,22,10240,4.04,1
93,23,47424,3.24,1
93,24,29120,2.93,1
93,25,10944,4.04,1
93,26,11712,4.04,1
93,27,39040,3.24,1
93,28,23040,3.24,1
93,29,16000,3.24,1
93,30,41024,3.79,1
93,31,9408,3.34,1
93,32,17728,3.34,1
93,33,12544,4.04,0
93,34,12224,4.04,1
93,35,31360,3.79,1
93,36,53120,3.24,0
93,37,17088,3.79,1
93,38,53440,3.09,1
93,39,22528,3.64,1
93,40,9600,3.84,0
93,41,15360,3.68,1
93,42,12608,3.68,1
93,43,11968,3.68,1
93,44,13888,3.68,1
93,45,309696,3.53,1
93,46,33920,3.58,1
93,47,63168,3.24,0
93,48,19520,3.59,0
93,49,16704,3.59,0
93,50,20224,3.59,1
93,51,49600,3.44,1
93,52,31744,3.04,1
93,53,39616,3.44,1
93,54,35420,3.44,0
93,55,55296,2.89,1
93,56,11584,3.84,0
93,57,22464,3.84,0
93,58,65024,3.34,0
93,59,60416,2.74,1
93,60,11968,3.84,1
93,61,78400,3.24,1
93,62,57856,3.14,1
93,63,40128,3.14,1
93,64,32832,3.43,1
93,65,177024,3.59,1
93,66,43968,3.25,1
93,67,19072,3.78,1
93,68,9856,4.13,0
93,69,17216,4.13,0
93,70,49472,3.34,1
93,71,10688,4.13,1
93,72,10432,4.13,0
93,73,9024,4.13,1
93,74,25920,3.99,0
93,75,95616,3.64,1
93,76,49024,3.78,1
93,77,83904,3.53,1
93,78,41600,3.59,1
93,79,43648,3.34,1
93,80,63808,3.54,1
93,81,11648,4.13,1
93,82,7552,4.13,1
93,83,10624,4.13,0
93,84,89024,3.84,1
93,85,16896,4.13,1
93,86,32448,3.39,1
93,87,41600,3.59,1
93,88,46848,3.24,1
93,89,18432,3.78,1
93,90,13440,4.07,0
93,91,29376,3.87,0
93,92,13632,4.18,1
93,93,34368,3.87,1
93,94,37632,3.39,1
93,95,12608,4.18,0
93,96,19264,4.18,0
93,97,43264,3.67,1
93,98,29568,4.18,0
93,99,121088,3.47,0
93,100,44864,3.7,0
93,101,15232,4.08,0
93,102,46080,3.61,1
93,103,20928,3.61,1
93,104,46528,3.97,0
95,1,9792,4.09,1
95,2,15360,3.59,1
95,3,43712,3.14,1
95,4,15808,3.64,1
95,5,7872,4.09,0
95,6,17728,3.54,1
95,7,73792,3.54,1
95,8,30784,3.54,1
95,9,6848,4.09,0
95,10,7488,4.09,1
95,11,47232,3.69,0
95,12,5504,4.09,1
95,13,70016,3.14,1
95,14,13504,3.99,0
95,15,40192,3.19,1
95,16,10560,3.99,1
95,17,42432,3.19,1
95,18,23488,3.19,1
95,19,6080,4.09,0
95,20,16256,3.44,1
95,21,6912,4.04,0
95,22,7552,4.04,1
95,23,43200,3.24,1
95,24,29056,2.93,1
95,25,9344,4.04,1
95,26,14016,4.04,1
95,27,36992,3.24,1
95,28,27200,3.24,1
95,29,27840,3.24,1
95,30,62912,3.79,1
95,31,21440,3.34,1
95,32,9792,3.34,1
95,33,7424,4.04,0
95,34,11648,4.04,1
95,35,26752,3.79,1
95,36,38656,3.12,0
95,37,18368,3.79,1
95,38,37888,3.09,1
95,39,15808,3.64,1
95,40,4608,3.84,0
95,41,5760,3.68,1
95,42,6080,3.68,1
95,43,7424,3.68,1
95,44,5952,3.68,1
95,45,70080,3.53,1
95,46,47680,3.58,1
95,47,48192,3.24,0
95,48,17344,3.59,0
95,49,11264,3.59,0
95,50,12160,3.59,1
95,51,41856,3.44,1
95,52,26304,3.04,1
95,53,24064,3.44,1
95,54,68992,2.89,1
95,55,33280,2.89,1
95,56,6528,3.84,0
95,57,13824,3.84,0
95,58,85248,3.34,0
95,59,26176,2.74,1
95,60,6080,3.84,1
95,61,41088,3.24,1
95,62,10432,3.14,1
95,63,41728,3.14,1
95,64,18176,3.43,1
95,65,223424,3.59,1
95,66,25152,3.25,1
95,67,12416,3.25,1
95,68,6592,4.13,0
95,69,7488,4.13,0
95,70,27840,3.34,1
95,71,7872,4.13,1
95,72,6336,4.13,0
95,73,4992,4.13,1
95,74,117696,3.49,0
95,75,101056,3.64,1
95,76,26752,3.78,1
95,77,95936,3.53,1
95,78,9728,3.59,1
95,79,48448,3.34,1
95,80,67264,3.54,1
95,81,8576,4.13,1
95,82,4736,4.13,1
95,83,6208,4.13,0
95,84,103744,3.84,1
95,85,11968,4.13,1
95,86,22400,3.39,1
95,87,41984,3.59,1
95,88,44800,3.24,1
95,89,8256,3.78,1
95,90,11008,3.98,0
95,91,14656,3.78,0
95,92,6464,3.98,1
95,93,20544,3.78,1
95,94,44416,3.39,1
95,95,7424,3.98,0
95,96,11136,3.98,0
95,97,20416,3.58,1
95,98,6912,3.98,0
95,99,82112,3.38,0
95,100,26624,3.59,0
95,101,8960,3.87,0
95,102,29888,3.52,1
95,103,18880,3.52,1
95,104,63296,3.76,0
111,1,12096,4.03,1
111,2,15040,3.53,1
111,3,140160,3.14,1
111,4,24832,3.64,1
111,5,11712,4.03,0
111,6,35200,3.48,1
111,7,259904,3.54,1
111,8,45312,3.54,1
111,9,11200,4.03,0
111,10,7744,4.03,1
111,11,81344,3.69,0
111,12,6400,4.03,1
111,13,221760,3.08,1
111,14,22720,3.97,0
111,15,85760,3.17,1
111,16,10944,3.97,1
111,17,86272,3.17,1
111,18,38016,3.17,1
111,19,6976,4.03,0
111,20,28352,3.38,1
111,21,7680,4.03,0
111,22,6912,4.03,1
111,23,84032,3.24,1
111,24,29568,2.87,1
111,25,8704,4.04,1
111,26,13184,4.04,1
111,27,83968,3.24,1
111,28,24064,3.24,1
111,29,31808,3.24,1
111,30,104192,3.79,1
111,31,27456,3.34,1
111,32,9664,3.34,1
111,33,8192,4.04,0
111,34,14784,4.04,1
